Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
WS,connect,185,44,21000,24690.304376757576,26.886100007686764,65495.04809995415,0.0,2.5590428157953866,0.608637210243227,21000,41000,41000,41000,56000,57000,63000,65000,65000,65000,65000
WS,message echo,3927,0,2600,2848.5579345814253,203.49020004505292,8564.82239998877,574.6648841354723,54.32087101420802,0.0,2600,3300,3800,4100,4900,5800,6600,7100,8400,8600,8600
WS,receive,34,34,0,0.0,0,0,0.0,0.47031057155158457,0.47031057155158457,0,0,0,0,0,0,0,0,0,0,0
WS,send,4651,0,0.04010001430287957,0.10108153099815718,0.04010001430287957,0.3980000037699938,4.9991399698989465,64.33571965548293,0.0,0,0,0,0,0,0,0,0,0,0,0
,Aggregated,8797,78,0,1790.8904682280372,0,65495.04809995415,259.17471865408663,121.68594405703791,1.0789477817948117,0,1700,2500,3000,4200,5300,7000,24000,57000,65000,65000
