Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780375807,50,,Aggregated,16.800000,0.000000,820,1100,1200,1300,1600,1900,2600,2900,3200,3200,3200,693,0,820,908.1851034631404,98.54760000598617,3228.94100000849,500.0
1780375808,50,,Aggregated,16.400000,0.000000,810,1000,1200,1300,1600,1900,2500,2900,3200,3200,3200,708,0,810,900.940057203321,98.54760000598617,3228.94100000849,500.0
1780375810,50,,Aggregated,16.000000,0.000000,820,1100,1200,1300,1600,1900,2500,2900,3200,3200,3200,742,0,820,909.3025207546282,98.54760000598617,3228.94100000849,500.0
1780375811,50,,Aggregated,15.200000,0.000000,810,1000,1200,1300,1600,1900,2500,2900,3200,3200,3200,758,0,810,900.8951550130738,98.54760000598617,3228.94100000849,500.0
1780375813,50,,Aggregated,15.600000,0.000000,820,1100,1200,1300,1600,1900,2500,2900,3200,3200,3200,792,0,820,907.0576425504377,98.54760000598617,3228.94100000849,500.0
1780375814,50,,Aggregated,15.000000,0.000000,800,1100,1200,1300,1600,1900,2400,2800,3200,3200,3200,808,0,800,899.0114631187951,98.54760000598617,3228.94100000849,500.0
1780375816,50,,Aggregated,15.500000,0.000000,780,1000,1200,1300,1600,1900,2400,2800,3200,3200,3200,838,0,780,882.6228705250836,85.91280000109691,3228.94100000849,500.0
1780375817,50,,Aggregated,15.500000,0.000000,780,1000,1200,1300,1600,1800,2400,2800,3200,3200,3200,865,0,780,878.9676314451317,85.91280000109691,3228.94100000849,500.0
1780375819,50,,Aggregated,16.500000,0.000000,790,1000,1200,1300,1600,1800,2400,2800,3200,3200,3200,888,0,780,877.0504230856245,85.91280000109691,3228.94100000849,500.0
1780375820,50,,Aggregated,16.500000,0.000000,780,1000,1200,1300,1600,1800,2400,2800,3200,3200,3200,889,0,780,876.1598226097105,85.30659999814816,3228.94100000849,500.0
1780375821,50,,Aggregated,17.300000,0.000000,780,1000,1200,1300,1500,1800,2300,2800,3200,3200,3200,915,0,780,871.7628257924213,80.63379999657627,3228.94100000849,500.0
1780375823,50,,Aggregated,15.900000,0.000000,780,1000,1200,1300,1500,1800,2300,2800,3200,3200,3200,939,0,780,869.2780237487025,80.63379999657627,3228.94100000849,500.0
1780375824,50,,Aggregated,15.900000,0.000000,780,1000,1200,1300,1500,1800,2300,2800,3200,3200,3200,965,0,780,865.9827515025987,80.63379999657627,3228.94100000849,500.0
